TIPO_DATO;LOTE;COD_DIST;DISTRITO;COD_BARRIO;BARRIO;DIRECCION COMPLETA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;DIRECCIÓN COMPLETA AMPLIADA;MÁS INFORMACIÓN
CONTENEDOR DE ROPA;03;13;PUENTE DE VALLECAS;135;PORTAZGO;CALLE DEL ARROYO DEL OLIVAR 81;CALLE;DEL;ARROYO DEL OLIVAR;Número;81;444747,2117;4471061,36;40,38831617;-3,6509939;CALLE DEL ARROYO DEL OLIVAR 81;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;17;VILLAVERDE;175;ANGELES;CALLE DE LA PICARA MOLINERA, 24;CALLE;DE;LA PICARA MOLINERA;Número;24;440404,487;4467595,154;40,35679135;-3,70183278;CALLE DE LA PICARA MOLINERA, 24;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;18;VILLA DE VALLECAS;182;SANTA EUGENIA;AVENIDA DE SANTA EUGENIA 33;AVENIDA;DE;SANTA EUGENIA;Número;33;447993,1471;4470602,247;40,38438914;-3,61271462;AVENIDA DE SANTA EUGENIA 33;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;18;VILLA DE VALLECAS;182;SANTA EUGENIA;CALLE DE FUENTESPINA, 11;CALLE;DE;FUENTESPINA;Número;11;448699,1859;4470121,363;40,38010077;-3,6043582;CALLE DE FUENTESPINA, 11;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;CALLE DE MAZATERON 8;CALLE;DE;MAZATERON;Número;8;448290,0675;4469822,332;40,3773816;-3,60915337;CALLE DE MAZATERON 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;CALLE DE ADOLFO MARSILLACH, 16;CALLE;DE;ADOLFO MARSILLACH;Número;16;449434,8308;4468355,046;40,36423345;-3,59555216;CALLE DE ADOLFO MARSILLACH, 16;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;06;TETUAN;064;ALMENARA;CALLE DE LOS MARTIRES DE LA VENTILLA, 31;CALLE;DE LOS;MARTIRES DE LA VENTILLA;Número;31;441417,1355;4480231,487;40,47069752;-3,69107166;CALLE DE LOS MARTIRES DE LA VENTILLA, 31;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;159;COSTILLARES;CALLE DE ARTURO SORIA 263;CALLE;DE;ARTURO SORIA;Número;263;443490,0792;4479941,143;40,46822559;-3,66659396;CALLE DE ARTURO SORIA 263;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;AVENIDA DE VALLADOLID 81;AVENIDA;DE;VALLADOLID;Número;81;437801,8855;4476048,171;40,43274987;-3,7333059;AVENIDA DE VALLADOLID 81;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;055;NUEVA ESPAÑA;CALLE DEL DOCTOR FLEMING 25;CALLE;DEL;DOCTOR FLEMING;Número;25;441662,2066;4479059,279;40,46015502;-3,68807311;CALLE DEL DOCTOR FLEMING 25;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;102;PUERTA DEL ANGEL;CALLE DE MAUREGATO 1;CALLE;DE;MAUREGATO;Número;1;437623,6588;4473511,006;40,40988073;-3,73515814;CALLE DE MAUREGATO 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;20;SAN BLAS-CANILLEJAS;206;REJAS;CALLE DE YECORA 18;CALLE;DE;YECORA;Número;18;451163,1406;4477077,372;40,44291345;-3,57586651;CALLE DE YECORA 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;102;PUERTA DEL ANGEL;PASEO DE EXTREMADURA 82;PASEO;DE;EXTREMADURA;Número;2;437918,1755;4473806,769;40,41256711;-3,73171614;PASEO DE EXTREMADURA 82;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;102;PUERTA DEL ANGEL;AVENIDA DE PORTUGAL 15;AVENIDA;DE;PORTUGAL;Número;15;438387,2895;4474138,144;40,41558714;-3,72621953;AVENIDA DE PORTUGAL 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE VILLAMANIN 37;CALLE;DEL;VILLAMANIN;Número;37;436077,6686;4473138,042;40,40640364;-3,75334001;CALLE DE VILLAMANIN 37;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;102;PUERTA DEL ANGEL;AVENIDA DE PORTUGAL 103;AVENIDA;DE;PORTUGAL;Número;103;437812,2404;4473863,308;40,41306853;-3,73297016;AVENIDA DE PORTUGAL 103;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE LA ALHAMBRA 72;CALLE;DE LA;ALHAMBRA;Número;72;436851,596;4472126,549;40,39735076;-3,74411948;CALLE DE LA ALHAMBRA 72;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE SOLEDAD CAZORLA 3;CALLE;DE;DE;Número;3;434192,6224;4469872,104;40,37683601;-3,77521638;CALLE DE SOLEDAD CAZORLA 3 EIPS La Salle;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE LA ALHAMBRA 56;CALLE;DE LA;ALHAMBRA;Número;56;436805,3253;4472307,839;40,39898039;-3,74468267;CALLE DE LA ALHAMBRA 56;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;PASEO DEL COMANDANTE FORTEA 16;PASEO;DEL;COMANDANTE FORTEA;Número;16;438092,4581;4475230,511;40,42540575;-3,72980073;PASEO DEL COMANDANTE FORTEA 16;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;AVENIDA DE LA GRAN VIA DE HORTALEZA 35;CALLE;DE LA;GRAN VIA DE HORTALEZA;Número;35;444930,6657;4479876,667;40,4677415;-3,64959618;AVENIDA DE LA GRAN VIA DE HORTALEZA 35;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;092;ARGÜELLES;CALLE DEL BUEN SUCESO 7;CALLE;DEL;BUEN SUCESO;Número;7;439166,2275;4475625,187;40,42904037;-3,71718125;CALLE DEL BUEN SUCESO 7;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;151;VENTAS;AVENIDA DEL MARQUES DE CORBERA, 51;AVENIDA;DEL;MARQUES DE CORBERA;Número;51;444727,4069;4475260,519;40,42614334;-3,65159194;AVENIDA DEL MARQUES DE CORBERA, 51 C.C La Elipa;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;152;PUEBLO NUEVO;CALLE DE EZEQUIEL SOLANA, 99;CALLE;DE;EZEQUIEL SOLANA;Número;99;445532,049;4475370,984;40,42719154;-3,64211629;CALLE DE EZEQUIEL SOLANA, 99;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;155;SAN PASCUAL;CALLE DE LA VIRGEN DE AFRICA, 38;CALLE;DE LA;VIRGEN DE AFRICA;Número;38;444445,7514;4476850,507;40,44044804;-3,65505107;CALLE DE LA VIRGEN DE AFRICA, 38;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;162;PIOVERA;CALLE DE JULIAN HERNANDEZ, 21;CALLE;DE;JULIAN HERNANDEZ;Número;21;444756,4148;4478460,425;40,45497171;-3,65152824;CALLE DE JULIAN HERNANDEZ, 21;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE LUIS BUITRAGO, 10;CALLE;DE;LUIS BUITRAGO;Número;10;444811,9044;4480543,667;40,47374228;-3,65105502;CALLE DE LUIS BUITRAGO, 10 Instalación deportiva básica;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;165;APOSTOL SANTIAGO;CALLE DEL GOLFO DE SALONICA, 2;CALLE;DEL;GOLFO DE SALONICA;Número;2;443614,2202;4480724,953;40,47529493;-3,66519935;CALLE DEL GOLFO DE SALONICA, 2 SuperSol;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;PASEO DEL REY, 35;PASEO;DEL;REY;Número;35;438670,6849;4475216,173;40,42531941;-3,72298341;PASEO DEL REY, 35 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;CALLE DE TORREMOLINOS 3;CALLE;DE;TORREMOLINOS;Número;3;445500,5026;4470686,303;40,38498704;-3,642087;CALLE DE TORREMOLINOS 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;031;PACIFICO;CALLE DE LA REGALADA, 7;CALLE;DE;LA REGALADA;Número;7;442791,5486;4472871,39;40,40448993;-3,67419686;CALLE DE LA REGALADA, 7;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DEL PEZ AUSTRAL, 14;CALLE;DEL;PEZ AUSTRAL;Número;14;443506,5912;4473690,417;40,41191701;-3,66584339;CALLE DEL PEZ AUSTRAL, 14;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;036;NIÑO JESUS;CALLE DEL DOCTOR ESQUERDO, 111;CALLE;DEL;DOCTOR ESQUERDO;Número;111;443194,394;4473770,003;40,41261271;-3,66952988;CALLE DEL DOCTOR ESQUERDO, 111;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;036;NIÑO JESUS;AVENIDA DEL MEDITERRANEO, 3;AVENIDA;DEL;MEDITERRANEO;Número;3;442519,4792;4473224,82;40,40765508;-3,67743488;AVENIDA DEL MEDITERRANEO, 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;043;FUENTE DEL BERRO;CALLE DE ALMERIA 8;CALLE;DE;ALMERIA;Número;8;443830,1086;4475662,484;40,42970435;-3,66220477;CALLE DE ALMERIA 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;044;GUINDALERA;AVENIDA DE CAMILO JOSE CELA, 45;AVENIDA;DE;CAMILO JOSE CELA;Número;45;443481,5404;4476923,02;40,4410363;-3,666426;AVENIDA DE CAMILO JOSE CELA, 45 Colegio;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;043;FUENTE DEL BERRO;CALLE DEL ALCALDE SAINZ DE BARANDA, 94;CALLE;DEL;ALCALDE SAINZ DE BARANDA;Número;94;443981,2304;4474733,226;40,42134328;-3,66034138;CALLE DEL ALCALDE SAINZ DE BARANDA, 94 Centro Deportivo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;CALLE DE ALCALA, 468;CALLE;DE;ALCALA;Número;468;446308,9424;4476703,076;40,43924229;-3,63307065;CALLE DE ALCALA, 468;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;19;VICALVARO;191;CASCO HISTORICO DE VICALVARO;CALLE DE CALAHORRA, 17;CALLE;DE;CALAHORRA;Número;17;447969,3875;4473107,397;40,40695572;-3,61319923;CALLE DE CALAHORRA, 17;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;CALLE DE QUIJORNA, 4;CALLE;DE;QUIJORNA;Número;4;447028,5581;4468745,761;40,36760387;-3,62392393;CALLE DE QUIJORNA, 4;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;AVENIDA DE LA GAVIA, 39;AVENIDA;DE;LA GAVIA;Número;39;447871,7712;4469008,435;40,37002338;-3,61401416;AVENIDA DE LA GAVIA, 39;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;AVENIDA DEL ENSANCHE DE VALLECAS, 11;AVENIDA;DEL;ENSANCHE DE VALLECAS;Número;11;448030,8642;4469019,85;40,37013615;-3,61214125;AVENIDA DEL ENSANCHE DE VALLECAS, 11;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;17;VILLAVERDE;175;ANGELES;CALLE DE EL HUESPED DEL SEVILLANO, 8;CALLE;DE;EL HUESPED DEL SEVILLANO;Número;8;440707,3313;4467558,015;40,35647837;-3,6982631;CALLE DE EL HUESPED DEL SEVILLANO, 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;17;VILLAVERDE;174;LOS ROSALES;CALLE DE LA ALIANZA, 24;CALLE;DE LA;ALIANZA;Número;24;441705,4767;4467680,381;40,35765108;-3,68652038;CALLE DE LA ALIANZA, 24;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;17;VILLAVERDE;171;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;CALLE   TRANSVERSAL SEXTA, 20;CALLE; ;TRANSVERSAL SEXTA;Número;20;440606,816;4465022,193;40,33362703;-3,69921081;CALLE   TRANSVERSAL SEXTA, 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;17;VILLAVERDE;173;BUTARQUE;CALLE DE VILLAVERDE A PERALES DEL RIO, 2;CALLE;DE;VILLAVERDE A PERALES DEL RIO;Número;2;442552,9031;4465683,617;40,33972178;-3,67636139;CALLE DE VILLAVERDE A PERALES DEL RIO, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;155;SAN PASCUAL;CALLE DE TORRELAGUNA, 2;CALLE;DE;TORRELAGUNA;Número;2;444876,154;4476878,543;40,44072924;-3,64997885;CALLE DE TORRELAGUNA, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;19;VICALVARO;192;VALDEBERNARDO;CALLE DEL TREN DE ARGANDA, 10;CALLE;DEL;TREN DE ARGANDA;Número;10;447428,0598;4472743,2;40,40364079;-3,61954853;CALLE DEL TREN DE ARGANDA, 10 Colegio Público Valdebernardo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;17;VILLAVERDE;171;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;CALLE DE SAN JENARO, 20;CALLE;DE;SAN JENARO;Número;20;440323,9821;4466483,736;40,34677331;-3,70267685;CALLE DE SAN JENARO, 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;13;PUENTE DE VALLECAS;136;NUMANCIA;CALLE DEL DOCTOR LOZANO 16;CALLE;DEL;DOCTOR LOZANO;Número;16;443836,0389;4472709,146;40,40309946;-3,66187409;CALLE DEL DOCTOR LOZANO 16 Mercado Doña Carlota;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;CALLE DE LOS ARAGONESES, 6;CALLE;DE LOS;ARAGONESES;Número;6;445333,9293;4470338,911;40,3818466;-3,64401956;CALLE DE LOS ARAGONESES, 6 Mercadillo Aragoneses;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE MIGUEL ANGEL, 12;CALLE;DE;MIGUEL ANGEL;Número;12;441375,807;4476221,921;40,43457468;-3,69118896;CALLE DE MIGUEL ANGEL, 12;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;012;EMBAJADORES;CALLE DE ARGUMOSA, 32;CALLE;DE;ARGUMOSA;Número;32;440966,104;4473185,66;40,4071936;-3,69573724;CALLE DE ARGUMOSA, 32;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;014;JUSTICIA;CALLE DEL BARQUILLO 7;CALLE;DEL;BARQUILLO;Número;7;440981,5507;4474678,019;40,4206386;-3,69569365;CALLE DEL BARQUILLO 7;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;014;JUSTICIA;CALLE DE BARBARA DE BRAGANZA, 13;CALLE;DE;BARBARA DE BRAGANZA;Número;13;441304,0391;4474976,183;40,42334742;-3,69192003;CALLE DE BARBARA DE BRAGANZA, 13;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;014;JUSTICIA;CALLE DE LOS HERMANOS ALVAREZ QUINTERO 8;CALLE;DE LOS;HERMANOS ALVAREZ QUINTERO;Número;8;440855,497;4475453,804;40,42761828;-3,6972516;CALLE DE LOS HERMANOS ALVAREZ QUINTERO 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;014;JUSTICIA;CALLE DEL GENERAL CASTAÑOS, 6;CALLE;DEL;GENERAL CASTAÑOS;Número;6;441171,803;4475307,069;40,42631886;-3,69350936;CALLE DEL GENERAL CASTAÑOS, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;014;JUSTICIA;CALLE DE CAMPOAMOR, 16;CALLE;DE;CAMPOAMOR;Número;16;441009,2519;4475315,653;40,42638467;-3,6954263;CALLE DE CAMPOAMOR, 16;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;014;JUSTICIA;CALLE DE AUGUSTO FIGUEROA, 27;CALLE;DE;AUGUSTO FIGUEROA;Número;27;440738,146;4474883,828;40,42247532;-3,69858182;CALLE DE AUGUSTO FIGUEROA, 27;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;015;UNIVERSIDAD;CALLE DE SAN LEONARDO, 14;CALLE;DE;SAN LEONARDO;Número;14;439644,9788;4475122,235;40,42454442;-3,71148983;CALLE DE SAN LEONARDO, 14;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;015;UNIVERSIDAD;CALLE DE MONTELEON 10;CALLE;DE;MONTELEON;Número;10;440187,8881;4475463,456;40,4276575;-3,70512235;CALLE DE MONTELEON 10;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;015;UNIVERSIDAD;CALLE DE RUIZ, 21;CALLE;DE;RUIZ;Número;21;440304,9563;4475610,398;40,42898963;-3,70375614;CALLE DE RUIZ, 21;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;015;UNIVERSIDAD;CALLE DE SAN BERNARDO, 89;CALLE;DE;SAN BERNARDO;Número;89;440101,8597;4475589,808;40,42878955;-3,70614837;CALLE DE SAN BERNARDO, 89;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;015;UNIVERSIDAD;CALLE DE LOS MARTIRES DE ALCALA, 6;CALLE;DE LOS;MARTIRES DE ALCALA;Número;6;439492,5322;4475524,702;40,42815895;-3,7133251;CALLE DE LOS MARTIRES DE ALCALA, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;015;UNIVERSIDAD;CALLE DE BALTASAR GRACIAN, 6;CALLE;DE;BALTASAR GRACIAN;Número;6;439724,7306;4475695,127;40,42971107;-3,71060406;CALLE DE BALTASAR GRACIAN, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DEL MONTE ESQUINZA, 6;CALLE;DEL;MONTE ESQUINZA;Número;6;441279,0222;4475340,413;40,42662681;-3,69224855;CALLE DEL MONTE ESQUINZA, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE SANTA ENGRACIA, 6;CALLE;DE;SANTA ENGRACIA;Número;6;440969,5652;4475578,996;40,42875418;-3,69591857;CALLE DE SANTA ENGRACIA, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE ZURBARAN, 32;CALLE;DE;ZURBARAN;Número;32;441475,4792;4475643,242;40,42936868;-3,6899606;CALLE DE ZURBARAN, 32;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE CARACAS, 27;CALLE;DE;CARACAS;Número;27;441204,4745;4475785,917;40,43063486;-3,69316852;CALLE DE CARACAS, 27;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DEL MARQUES DEL RISCAL, 13;PASEO;DE LA;CASTELLANA;Número;29;441500,3521;4475785,765;40,43065434;-3,68968051;CALLE DEL MARQUES DEL RISCAL, 13;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE FERNANDEZ DE LA HOZ, 11;CALLE;DE;FERNANDEZ DE LA HOZ;Número;11;441047,6809;4475925,941;40,43188516;-3,6950299;CALLE DE FERNANDEZ DE LA HOZ, 11;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE ALONSO CANO, 2;CALLE;DE;ALONSO CANO;Número;2;440797,077;4476287,998;40,43512893;-3,69801796;CALLE DE ALONSO CANO, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE FERNANDEZ DE LA HOZ 52;CALLE;DE;FERNANDEZ DE LA HOZ;Número;52;441079,1311;4476360,358;40,43580082;-3,69469941;CALLE DE FERNANDEZ DE LA HOZ 52;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;075;RIOS ROSAS;CALLE DE BRETON DE LOS HERREROS, 51;CALLE;DE;BRETON DE LOS HERREROS;Número;51;441082,2243;4476762,577;40,43942441;-3,69470023;CALLE DE BRETON DE LOS HERREROS, 51;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE PONZANO, 20;CALLE;DE;PONZANO;Número;20;440690,5596;4476633,246;40,4382315;-3,69930596;CALLE DE PONZANO, 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;07;CHAMBERI;074;ALMAGRO;CALLE DE ALONSO CANO, 29;CALLE;DE;ALONSO CANO;Número;29;440819,5042;4476593,52;40,43788281;-3,69778201;CALLE DE ALONSO CANO, 29;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
