TIPO_DATO;LOTE;COD_DIST;DISTRITO;COD_BARRIO;BARRIO;DIRECCION COMPLETA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;DIRECCIÓN COMPLETA AMPLIADA;MÁS INFORMACIÓN
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;PASEO DE LAS DELICIAS, 123;PASEO;DE LAS;DELICIAS;Número;123;441037,1845;4471591,295;40,39283578;-3,69475192;PASEO DE LAS DELICIAS, 123;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;CALLE DE LA ESTRELLA DENEBOLA, 5;CALLE;DE LA;ESTRELLA DENEBOLA;Número;5;442010,0508;4471732,207;40,39417349;-3,68330236;CALLE DE LA ESTRELLA DENEBOLA, 5 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;021;IMPERIAL;PASEO   IMPERIAL, 20;PASEO; ;IMPERIAL;Número;20;439142,2829;4473250,507;40,40764644;-3,7172363;"PASEO   IMPERIAL, 20 Centro Deportivo Municipal ""Marqués de Samaranch""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;211;ALAMEDA DE OSUNA;PLAZA DEL NAVIO, 4;PLAZA;DEL;NAVIO;Número;4;450150,6452;4478446,357;40,45518604;-3,58791235;"PLAZA DEL NAVIO, 4 Centro Integrado ""Teresa de Calcuta""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;214;TIMON;CALLE DE ALHAURIN, 7;CALLE;DE;ALHAURIN;Número;7;450382,7036;4480530,011;40,47397074;-3,58533857;CALLE DE ALHAURIN, 7 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;112;OPAÑEL;CALLE DE MERCEDES ARTEAGA, 43;CALLE;DE;MERCEDES ARTEAGA;Número;43;438644,8982;4471422,157;40,39113931;-3,72292157;CALLE DE MERCEDES ARTEAGA, 43;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DEL CIDRO, 5;CALLE;DEL;CIDRO;Número;5;436674,5682;4468888,429;40,36816691;-3,74588353;CALLE DEL CIDRO, 5 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;113;SAN ISIDRO;CALLE DEL TERCIO, 32;CALLE;DEL;TERCIO;Número;32;437947,6819;4471736,411;40,39391861;-3,73116656;CALLE DEL TERCIO, 32;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;113;SAN ISIDRO;PLAZA DE ROGER DE FLOR, 9;PLAZA;DE;ROGER DE FLOR;Número;9;437853,8298;4471779,51;40,39429987;-3,73227655;PLAZA DE ROGER DE FLOR, 9;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DEL PATRIMONIO DE LA HUMANIDAD, 33;CALLE;DEL;PATRIMONIO DE LA HUMANIDAD;Número;33;435192,2;4468182,1;40,36169007;-3,76327049;CALLE DEL PATRIMONIO DE LA HUMANIDAD, 33 Centro Atención Adolescentes Aspa;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;RONDA DE DON BOSCO, 18;RONDA;DE;DON BOSCO;Número;18;436071,3228;4469669,24;40,37515476;-3,75306662;RONDA DE DON BOSCO, 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DE ANTONIA RODRIGUEZ SACRISTAN, 14;CALLE;DE;ANTONIA RODRIGUEZ SACRISTAN;Número;14;436928,1037;4469417,401;40,37295136;-3,74294981;CALLE DE ANTONIA RODRIGUEZ SACRISTAN, 14;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;117;ABRANTES;AVENIDA DE OPORTO, 15;AVENIDA;DE;OPORTO;Número;15;438687,2799;4470762,258;40,38519776;-3,72235872;AVENIDA DE OPORTO, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;01;CENTRO;012;EMBAJADORES;PLAZA DEL CAMPILLO DEL MUNDO NUEVO 8;PLAZA;DEL;CAMPILLO DEL MUNDO NUEVO;Número;8;439852,1176;4473145,47;40,40675181;-3,70886126;PLAZA DEL CAMPILLO DEL MUNDO NUEVO 8 Mercadillo en la vía pública de Parque de la Cornisa ;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;052;PROSPERIDAD;CALLE DE CANILLAS, 102;CALLE;DE;CANILLAS;Número;102;443323,1221;4477217,08;40,44367455;-3,66832007;CALLE DE CANILLAS, 102;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;052;PROSPERIDAD;PLAZA DE GETAFE, 1;PLAZA;DE;GETAFE;Número;1;443002,9253;4477283,375;40,44424988;-3,67210145;PLAZA DE GETAFE, 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;052;PROSPERIDAD;CALLE DE SANTA HORTENSIA, 1;CALLE;DE;SANTA HORTENSIA;Número;1;443169,36;4477505,24;40,44625994;-3,67015886;CALLE DE SANTA HORTENSIA, 1 Iglesia;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;053;CIUDAD JARDIN;CALLE DEL MARQUES DE SANTILLANA, 1;CALLE;DEL;MARQUES DE SANTILLANA;Número;1;442687,2095;4477814,939;40,44901676;-3,67587205;CALLE DEL MARQUES DE SANTILLANA, 1 Jardines Próspero Sonara;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;053;CIUDAD JARDIN;AVENIDA DE RAMON Y CAJAL, 58;AVENIDA;DE;RAMON Y CAJAL;Número;58;443318,4043;4478176,915;40,45232089;-3,66846136;AVENIDA DE RAMON Y CAJAL, 58 Iglesia La Asunción de Nuestra Señora;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;051;EL VISO;AVENIDA DEL DOCTOR ARCE, 32;AVENIDA;DEL;DOCTOR ARCE;Número;32;442413,4106;4477750,266;40,44841523;-3,6790948;AVENIDA DEL DOCTOR ARCE, 32;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;051;EL VISO;CALLE DE LOPEZ DE HOYOS, 40;CALLE;DE;LOPEZ DE HOYOS;Número;40;442189,952;4476786,853;40,43972084;-3,6816421;CALLE DE LOPEZ DE HOYOS, 40 CEIP Patriarca Obispo Eijo Garay;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;051;EL VISO;AVENIDA DE CONCHA ESPINA, 8;AVENIDA;DE;CONCHA ESPINA;Número;8;441653,066;4478136,188;40,45183877;-3,68809608;AVENIDA DE CONCHA ESPINA, 8 ASICS - Madrid Concha Espina;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;055;NUEVA ESPAÑA;CALLE DE APOLONIO MORALES, 3;CALLE;DE;APOLONIO MORALES;Número;3;441998,8839;4479420,884;40,46343609;-3,68413544;CALLE DE APOLONIO MORALES, 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;056;CASTILLA;CALLE DE MATEO INURRIA, 31;CALLE;DE;MATEO INURRIA;Número;31;442219,1165;4479871,939;40,46751473;-3,681579;CALLE DE MATEO INURRIA, 31;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;055;NUEVA ESPAÑA;CALLE DE LA MADRE DE DIOS, 5;CALLE;DE LA;MADRE DE DIOS;Número;5;442797,63;4479375,41;40,46308181;-3,67471059;CALLE DE LA MADRE DE DIOS, 5;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;055;NUEVA ESPAÑA;AVENIDA DE ALFONSO XIII, 182;AVENIDA;DE;ALFONSO XIII;Número;182;442580,536;4479080,368;40,46040897;-3,67724438;AVENIDA DE ALFONSO XIII, 182;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;052;PROSPERIDAD;CALLE DEL PADRE CLARET, 17;CALLE;DEL;PADRE CLARET;Número;17;443632,1;4477647,43;40,44757236;-3,6647151;CALLE DEL PADRE CLARET, 17;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;154;LA CONCEPCION;CALLE DE ARTURO SORIA 56;CALLE;DE;ARTURO SORIA;Número;56;445558,6197;4477133,074;40,44306717;-3,64195402;CALLE DE ARTURO SORIA 56;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;159;COSTILLARES;CALLE DE CALERUEGA 50;CALLE;DE;CALERUEGA;Número;50;443081,7022;4481325,462;40,48066826;-3,67153511;CALLE DE CALERUEGA 50;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;084;PILAR;AVENIDA DE MONFORTE DE LEMOS, 38;AVENIDA;DE;MONFORTE DE LEMOS;Número;38;439869,1798;4481103,062;40,47843838;-3,70941341;"AVENIDA DE MONFORTE DE LEMOS, 38 Centro de Mayores ""La Vaguada""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;CALLE DE NURIA, 81;CALLE;DE;NURIA;Número;81;439740,4481;4482943,18;40,49500547;-3,71110699;"CALLE DE NURIA, 81 Instalación Deportiva Municipal ""Mirasierra""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;086;VALVERDE;CALLE DE SAN CUGAT DEL VALLES, 8;CALLE;DE;SAN CUGAT DEL VALLES;Número;8;441081,7193;4483132,626;40,49680837;-3,69529774;CALLE DE SAN CUGAT DEL VALLES, 8 Mercadillo en la vía pública de Santa Ana ;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;083;PEÑAGRANDE;CALLE DE UBEDA, 6;CALLE;DE;UBEDA;Número;6;439272,6492;4481525,724;40,48220245;-3,71649114;CALLE DE UBEDA, 6 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE EL PROVENCIO, 22;CALLE;DE;EL PROVENCIO;Número;22;446716,92;4479594,32;40,46531446;-3,62850309;"CALLE DE EL PROVENCIO, 22 Centro Deportivo ""Luis Aragones""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE TRIBALDOS, 2;CALLE;DE;TRIBALDOS;Número;2;446461,2645;4479806,572;40,4672101;-3,63153642;CALLE DE TRIBALDOS, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE MOSCATELAR, 1;CALLE;DE;MOSCATELAR;Número;1;444865,3081;4478710,102;40,45722817;-3,65026574;CALLE DE MOSCATELAR, 1 Farmacia;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE PUERTO REAL, 9;CALLE;DE;PUERTO REAL;Número;9;444554,1351;4479111,96;40,46082759;-3,65397063;CALLE DE PUERTO REAL, 9 Instalación deportiva básica;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE SILVANO 96;CALLE;DE;SILVANO;Número;96;445958,5017;4479314,662;40,46274616;-3,63742471;CALLE DE SILVANO 96;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE LOPEZ DE HOYOS, 480;CALLE;DE;LOPEZ DE HOYOS;Número;480;444930,5714;4480339,302;40,47190914;-3,64963745;CALLE DE LOPEZ DE HOYOS, 480;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;165;APOSTOL SANTIAGO;CALLE DE CARRION DE LOS CONDES, 73;CALLE;DE;CARRION DE LOS CONDES;Número;73;444217,6026;4480796,795;40,47598287;-3,65808784;CALLE DE CARRION DE LOS CONDES, 73 Asociación Madrileña de Fibrosis Quistica;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;CALLE DEL PRINCIPE CARLOS 24;CALLE;DEL;PRINCIPE CARLOS;Número;24;444833,5651;4482162,784;40,48832948;-3,65094038;CALLE DEL PRINCIPE CARLOS 24;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;104;ALUCHE;CALLE DE CAMARENA, 2;CALLE;DE;CAMARENA;Número;2;435846,1991;4472103,751;40,39706854;-3,75596347;CALLE DE CAMARENA, 2 CEIP Amadeo Vives;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE SERRADILLA, 13;CALLE;DE;SERRADILLA;Número;13;433632,6644;4470092,394;40,37877607;-3,78183509;"CALLE DE SERRADILLA, 13 Centro Cultural ""Miguel HernÃ¡ndez""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CARRETERA DE BOADILLA DEL MONTE, 40;CARRETERA;DE;BOADILLA DEL MONTE;Número;40;434255,632;4472408,003;40,39968531;-3,77473591;"CARRETERA DE BOADILLA DEL MONTE, 40 Centro Cultural ""Sara Montiel""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;102;PUERTA DEL ANGEL;CALLE DE PERICLES, 4;CALLE;DE;PERICLES;Número;4;438069,7894;4473451,719;40,40937996;-3,72989475;"CALLE DE PERICLES, 4 Centro de Mayores ""Cerro Bermejo""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE RAFAEL FINAT, 47;CALLE;DE;RAFAEL FINAT;Número;47;434729,9547;4470178,173;40,37963546;-3,76891845;"CALLE DE RAFAEL FINAT, 47 Centro de Mayores ""Ciudad De Mejico""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE JOSE DE CADALSO, 1;CALLE;DE;JOSE DE CADALSO;Número;1;434466,5812;4470547,129;40,38293849;-3,77205881;"CALLE DE JOSE DE CADALSO, 1 Centro Deportivo Municipal ""Aluche""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;101;LOS CARMENES;CALLE DE GALLUR, 10;CALLE;DE;GALLUR;Número;10;437551,9026;4472267,547;40,39867374;-3,73588179;"CALLE DE GALLUR, 10 Centro Deportivo Municipal ""Gallur""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE LA FUENTE DEL TIRO, 72;CALLE;DE LA;FUENTE DEL TIRO;Número;72;433797,3226;4470575,521;40,38314135;-3,77994571;"CALLE DE LA FUENTE DEL TIRO, 72 Centro Sociocultural ""Almirante Churruca""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;AVENIDA DE LAS AGUILAS 116;AVENIDA;DE;LAS AGUILAS;Número;116;433670,7413;4470366,567;40,38124894;-3,7814151;"AVENIDA DE LAS AGUILAS 116 Instalación Deportiva Básica ""Jardines General Fanjul""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;101;LOS CARMENES;AVENIDA DE ANGEL SANZ BRIZ, 4;AVENIDA;DE;ANGEL SANZ BRIZ;Número;4;437576,84;4472480,74;40,40059614;-3,73560885;AVENIDA DE ANGEL SANZ BRIZ, 4 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;097;ARAVACA;CALLE DEL ARROYO DE POZUELO, 99;CALLE;DEL;ARROYO DE POZUELO;Número;99;433600,2861;4478212,567;40,45192254;-3,78306407;"CALLE DEL ARROYO DE POZUELO, 99 Centro Deportivo Municipal ""Alfredo Goyeneche""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE DEL ARROYO BELINCOSO, 11;CALLE;DEL;ARROYO BELINCOSO;Número;11;444608,3203;4473444,504;40,40977573;-3,65283758;"CALLE DEL ARROYO BELINCOSO, 11 Biblioteca Publica Municipal ""Miguel Delives""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE DEL ALCALDE GARRIDO JUARISTI, 16;CALLE;DEL;ALCALDE GARRIDO JUARISTI;Número;16;444495,2;4473900,92;40,41387985;-3,65421053;CALLE DEL ALCALDE GARRIDO JUARISTI, 16 Centro Deportivo Municipal La Elipa;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;146;VINATEROS;CALLE DEL PICO DE LOS ARTILLEROS 82;CALLE;DEL;PICO DE LOS ARTILLEROS;Número;82;445705,1894;4473178,673;40,40745322;-3,63988814;CALLE DEL PICO DE LOS ARTILLEROS 82 Parroquia Visitación de Nuestra Señora;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;13;PUENTE DE VALLECAS;136;NUMANCIA;CALLE DE BOADA, 4;CALLE;DE;BOADA;Número;4;444468,612;4471736,713;40,39438164;-3,65433507;CALLE DE BOADA, 4 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;031;PACIFICO;PASEO DE LA REINA CRISTINA, 24;PASEO;DE LA;REINA CRISTINA;Número;24;442214,1718;4473159,541;40,40704588;-3,6810269;PASEO DE LA REINA CRISTINA, 24;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;031;PACIFICO;CALLE DE CAVANILLES, 27;CALLE;DE;CAVANILLES;Número;27;442711,5336;4473013,589;40,40576543;-3,67515256;CALLE DE CAVANILLES, 27;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;031;PACIFICO;CALLE DE TELLEZ, 13;CALLE;DE;TELLEZ;Número;13;442211,8542;4472720,181;40,40308772;-3,68101432;CALLE DE TELLEZ, 13;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DE LA LIRA, 8;CALLE;DE LA;LIRA;Número;8;443235,2168;4473310,406;40,40847519;-3,66900776;CALLE DE LA LIRA, 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DE LA CRUZ DEL SUR 38;CALLE;DE LA;CRUZ DEL SUR;Número;38;443240,5724;4473226,877;40,40772308;-3,6689372;CALLE DE LA CRUZ DEL SUR 38;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DEL DOCTOR ESQUERDO, 163;CALLE;DEL;DOCTOR ESQUERDO;Número;163;443159,1847;4473279,562;40,40819215;-3,66990103;CALLE DEL DOCTOR ESQUERDO, 163;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DE LOS ASTROS, 5;CALLE;DE LOS;ASTROS;Número;5;443270,95;4473698,34;40,41197235;-3,66862124;CALLE DE LOS ASTROS, 5;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;034;IBIZA;CALLE DE ANTONIO ARIAS, 2;CALLE;DE;ANTONIO ARIAS;Número;2;443027,9436;4474337,55;40,4177141;-3,67154242;CALLE DE ANTONIO ARIAS, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DE LA ESTRELLA POLAR, 9;CALLE;DE LA;ESTRELLA POLAR;Número;9;443430,43;4473636,3;40,41142432;-3,66673617;CALLE DE LA ESTRELLA POLAR, 9;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DEL PEZ VOLADOR, 38;CALLE;DEL;PEZ VOLADOR;Número;38;443756,5925;4473916,908;40,41397429;-3,66291703;CALLE DEL PEZ VOLADOR, 38;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DEL MARQUES DE LOZOYA, 3;CALLE;DEL;MARQUES DE LOZOYA;Número;3;443591,7123;4474207,846;40,41658406;-3,66488608;CALLE DEL MARQUES DE LOZOYA, 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DEL MARQUES DE LOZOYA, 46;CALLE;DEL;MARQUES DE LOZOYA;Número;46;443621,47;4474328,45;40,41767255;-3,66454604;CALLE DEL MARQUES DE LOZOYA, 46;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DEL ALCALDE SAINZ DE BARANDA, 95;CALLE;DEL;ALCALDE SAINZ DE BARANDA;Número;95;443365,37;4474380,89;40,41812756;-3,66756922;CALLE DEL ALCALDE SAINZ DE BARANDA, 95;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;034;IBIZA;CALLE DE IBIZA, 15;CALLE;DE;IBIZA;Número;15;442569,97;4474441,76;40,4186214;-3,67694972;CALLE DE IBIZA, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;036;NIÑO JESUS;CALLE DE PIO BAROJA, 8;CALLE;DE;PIO BAROJA;Número;8;442764,8724;4473842,3;40,41323457;-3,67459854;"CALLE DE PIO BAROJA, 8 Centro de Mayores ""Pio Baroja""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;034;IBIZA;CALLE DEL DOCE DE OCTUBRE, 19;CALLE;DEL;DOCE DE OCTUBRE;Número;19;442739,961;4474146,08;40,41596948;-3,67491948;CALLE DEL DOCE DE OCTUBRE, 19;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;036;NIÑO JESUS;AVENIDA DE MENENDEZ PELAYO, 91;AVENIDA;DE;MENENDEZ PELAYO;Número;91;442437,9599;4473258,511;40,40795296;-3,67839861;AVENIDA DE MENENDEZ PELAYO, 91;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;034;IBIZA;CALLE DE O`DONNELL, 18;CALLE;DE;O`DONNELL;Número;18;442567,8721;4474762,309;40,42150893;-3,67700339;CALLE DE O`DONNELL, 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;042;GOYA;CALLE DE GOYA, 106;CALLE;DE;GOYA;Número;106;443136,3603;4475084,027;40,42444617;-3,67033132;CALLE DE GOYA, 106;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
