TIPO_DATO;DIRECCION_COMPLETA;DIRECCIÓN COMPLETA AMPLIADA;CENTRO;CLASE_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_DISTRITO;DISTRITO;COORDENADA X;COORDENADA Y;LATITUD;LONGITUD;HORARIO;OBSERVACIONES;RESIUDOS ADMISIBLES
Punto Limpio de Proximidad;Avenida Niza, 8;Avenida Niza, 8. Centro Deportivo Pepu Hernández;Centro Deportivo Pepu Hernández;Avenida;Niza;número;8;20;San Blas - Canillejas;448569,64;4475399,24;40.4276395457054;-3.60631072242836;"Lunes a viernes de 8:00 a 23:00.
Sábados de 9:00 a 22:00.
Domingos y festivos de 9:00 a 15.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Pobladura del Valle, 13;Calle Pobladura del Valle, 13. Centro Municipal de Mayores Pablo Casals;Centro Municipal de Mayores Pablo Casals;Calle;Pobladura del Valle;número;13;20;San Blas - Canillejas;447403,43;4475213,67;40.425894902589;-3.62004302418122;Lunes a domingo de 9:30 a 14:00 y de 16:00 a 20:30.;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle San Román del Valle, 8;Calle San Román del Valle, 8. Centro Cultural Antonio Machado;Centro Cultural Antonio Machado;Calle;San Román del Valle;número;8;20;San Blas - Canillejas;447255,91;4474591,58;40.420281396531;-3.62173039001844;"Lunes a viernes de 10:00 a 13:30 y de 17 a 18:30 horas.
Cerrado  Agosto.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle  Bravo Murillo, 376;Calle  Bravo Murillo, 376. Centro Deportivo Municipal Triángulo de Oro;Centro Deportivo Municipal Triángulo de Oro;Calle;Bravo Murillo;número;376;06;Tetuán;441294,37;4479609,24;40.46508352;-3.692462181;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Plaza Donoso, 5;Plaza Donoso, 5. Centro Cultural Eduardo Úrculo;Centro Cultural Eduardo Úrculo;Plaza;Donoso;número;5;06;Tetuán;440862,56;4480048,22;40.4690074092475;-3.69759615356091;"Lunes a viernes, de 9:30 a 13:30.
Lunes a jueves 16:30 a 18:00.
Julio de lunes a viernes de 9:30 a 13:30.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Francos Rodríguez, 67;Calle Francos Rodriguez, 67. Biblioteca Municipal Manuel Vázquez Montalbán;"Biblioteca Municipal ""Manuel Vázquez Montalbán""";Calle;Francos Rodríguez;número;67;06;Tetuán;439755,53;4478780,64;40.4575090131827;-3.71053360560639;"Lunes a viernes de 9:30 a 14:00 y de 15:30 a 20:00.
Del 15 de junio al 15 de septiembre de lunes a viernes de 8:30 a 20:00.
Cerrado festivos y los días 24 y 31 de diciembre.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle General Perón, s/n;Avenida General Perón, 30. Situado en vía pública;Avda. General Perón, s/n frente al n.º 30. Situado en vía pública;Avenida;General Perón;número;s/n;06;Tetuán;441104,86;4478171,95;40.4521223947971;-3.69456403253084;Todos los días 24 horas. Situado en vía pública.;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Hierbabuena, 2;Calle Hierbabuena, 2.  Centro Deportivo Municipal Playa Victoria;"Centro Deportivo Municipal ""Playa Victoria""";Calle;Hierbabuena;número;2;06;Tetuán;440472,27;4478972,37;40.4592878454263;-3.70209883742551;"Lunes a viernes de 8:30 a 21:00.
Sábados y festivos de 9:00 a 14:00.
Cerrado domingos, días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Moreja, 11;Calle Moreja, 11. Centro Deportivo Municipal Orcasur, en del recinto vallado;Centro Deportivo Municipal Orcasur, en del recinto vallado;Calle;Moreja;número;11;12;Usera;440728,52;4468851,13;40.3681291154569;-3.69813374616173;"Lunes a viernes de 8:45 a 20:30.
Sábados, domingos y festivos de 8:45 a 14:30.
Cerrado agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Camino Perales, s/n;Calle Camino Perales, s/n, frente al N.º 90. Parque Lineal del Manzanares;Parque Lineal del Manzanares;Camino;Perales;número;s/n;12;Usera;441443,89;4469915,38;40.377767;-3.689806;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Avenida Rafaela Ybarra, 41;Avenida Rafaela Ybarra, 41. Junta Municipal de Distrito de Usera;Junta Municipal de Distrito de Usera;Avenida;Rafaela Ybarra;número;41;12;Usera;439660,68;4470442,34;40.3823869600974;-3.71086110228679;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Plaza Don Antonio de Andrés, 15;Plaza Don Antonio de Andrés, 15. Junta Municipal de Distrito de Vicálvaro;Junta Municipal de Distrito de Vicálvaro;Plaza;Don Antonio de Andrés;número;15;19;Vicálvaro;448613,49;4472588,75;40.4023235332521;-3.60556677584141;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Bulevar Indalecio Prieto, 21;Bulevar Indalecio Prieto, 21. Centro Cultural Valdebernardo. Biblioteca Francisco Ayala;Centro Cultural Valdebernardo. Biblioteca Francisco Ayala;Bulevar;Indalecio Prieto;número;21;19;Vicálvaro;447278,9;4472321,58;40.4471510497998;-3.66819956929463;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Ladera de los Almendros, 2;Calle Ladera de los Almendros, 2.  Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo);Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo);Calle;Ladera de los Almendros;número;2;19;Vicálvaro;447145,03;4472806,51;40.4041933336059;-3.62288903886577;"Lunes a domingo de 9:00 a 20:30.
Cerrado festivos y fines de semana del mes agosto.
Cerrado días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Fuentidueña, 6;Calle Fuentidueña, 6.  Centro Deportivo Municipal Miguel Guillén Prim;Centro Deportivo Municipal Miguel Guillén Prim;Calle;Fuentidueña;número;6;18;Villa de Vallecas;447099,98;4469435,96;40.3738263288667;-3.62313999431679;"Lunes a viernes de 9:00 a 21:00.
Cerrado sábados, domingos y festivos.
Cerrado agosto y durante los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Puerto de Reinosa, 2;Calle Puerto de Reinosa, 2.  Instalación Deportiva Básica Nuestra Señora de la Torre;Instalación Deportiva Básica Nuestra Señora de la Torre;Calle;Puerto de Reinosa;número;2;18;Villa de Vallecas;447619,64;4469935,59;40.37836;-3.61706;"Lunes a Viernes de 17:00 a 21:00.
Sábados y domingos de 9:00 a 18:00.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Rayo Vallecano de Madrid, 2;Calle Rayo Vallecano de Madrid, 2. Ciudad Deportiva Rayo Vallecano;Ciudad Deportiva Rayo Vallecano;Calle;Rayo Vallecano de Madrid;número;2;18;Villa de Vallecas;448050,5;4469738,79;40.3766142210645;-3.61196856029871;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Alianza, 4;Calle Alianza, 4. Centro Deportivo Municipal Félix Rubio;Centro Deportivo Municipal Félix Rubio;Calle;Alianza;número;4;17;Villaverde;441281,42;4467659,93;40.3574370974999;-3.69151216315;"Lunes a domingo de 9:00 a 20:30.
Cerrado agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Benimamet, 137;Calle Benimamet, 137. Centro Deportivo Municipal Raúl Gonzalez;Centro Deportivo Municipal Raúl Gonzalez;Calle;Benimamet;número;137;17;Villaverde;441882,48;4466411,18;40.3462298262965;-3.68432039911783;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Acceso Colonia Marconi, 4;Acceso Colonia Marconi, 4. Centro Socio-Cultural Marconi;Centro Socio-Cultural Marconi (Acceso a Colonia Marconi, 4);Acceso;Colonia Marconi;número;4;17;Villaverde;440472,62;4465148,6;40.3347563494204;-3.70080230631977;"Lunes a jueves de 9:30 a 13:30 y de 16:30 a 19:30.
Viernes de 9:30 a 13:30 horas.
Durante julio de 9:00 a 14:00 de lunes a viernes.";www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Berrocal, 2;Calle Berrocal, 2 esquina con Calle Bario (bulevar);Centro Cultural Los Rosales;Avenida;Berrocal;número;2;17;Villaverde;442451,2427;4466687,321;40.3487569062124;-3.6776486925213;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Enrique García Álvarez, 6;Calle Enrique Garcia Alvarez, 6. Biblioteca Luis Martín Santos;Biblioteca Luis Martín Santos;Calle;Enrique García Álvarez;número;6;18;Villa de Vallecas;447873,376;4470221,959;40.3809558824163;-3.61409449954204;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Alto de la Sartenilla, 2 esquina Ensanche de Vallecas;Calle Alto de la Sartenilla, 2 esquina Ensanche de Vallecas (metro La Gavia);Calle Alto de la Sartenilla, 2;Calle;Alto de la Sartenilla;número;2;18;Villa de Vallecas;448009,874;4468938,886;40.3694055886088;-3.61238187447435;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Calle Pastora Imperio, 2;C. Pastora Imperio, 2. Situado en vía pública (frente Centro Cultural);Calle Pastora Imperio, 2. Situado en vía pública;Calle;Pastora Imperio;número;2;05;Chamartín;442761,1469;4481562,522;40.4827818819257;-3.67533825128826;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Plaza de las Comendadoras, 10;Plaza de las Comendadoras, 10. Vía pública;Plaza de las Comendadoras, 10. Situado en vía pública;Plaza;Comendadoras;número;10;01;Centro;439833,1579;4475426,616;40.4273001705847;-3.7093004620036;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
Punto Limpio de Proximidad;Plaza de Isabel II, 7;Plaza de Isabel II, 7. Metro Opera. Vía pública;Plaza de Isabel II, 7. Situado en vía pública;Plaza;Isabel II;número;7;01;Centro;439820,0978;4474420,634;40.4182368887603;-3.70935921004402;Todos los días 24 horas. Situado en vía pública;www.madrid.es/puntoslimpios;http://run.gob.es/PuntoPROXIMIDADResiduos
