TIPO_DATO;DIRECCIÓN_COMPLETA;DIRECCIÓN_AUXILIAR;CLASE_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA_SEMANA;TURNO;HORA_INICIO;HORA_FINAL;URL GOOGLE MAPS;RESIDUOS ADMISIBLES
PUNTO LIMPIO MOVIL;CALLE AVIADOR ZORITA, 46;NULL;CALLE;AVIADOR ZORITA;NUMERO;46;6;TETUAN;440810,54;4478065,39;40,45114155;-3,69802484;MIERCOLES;TARDE;19:00;21:00;https://goo.gl/maps/ZWRwkmfrcKF3dhDu8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE CAPITAN BLANCO ARGIBAY, 134;NULL;CALLE;CAPITAN BLANCO ARGIBAY;NUMERO;134;6;TETUAN;440294,3535;4479853,22;40,46721013;-3,704279993;MIERCOLES;TARDE;16:45;18:45;https://goo.gl/maps/GpurYy6W9ogy7LHv6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FRANCOS RODRIGUEZ, 57;NULL;CALLE;FRANCOS RODRIGUEZ;NUMERO;57;6;TETUAN;439862,49;4478702;40,45680834;-3,709264743;LUNES;MAÑANA;10:00;12:00;https://goo.gl/maps/Vkke1gYdTx7N9imy6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE HIERBABUENA, 13;NULL;CALLE;HIERBABUENA;NUMERO;13;6;TETUAN;440494,0676;4479060,146;40,46008013;-3,701849994;LUNES;TARDE;16:45;18:45;https://goo.gl/maps/oQkmPSfa3ZLYw2J6A;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE JERONIMA LLORENTE, 65;NULL;CALLE;JERONIMA LLORENTE;NUMERO;65;6;TETUAN;439955,62;4478314,84;40,45332738;-3,708129826;LUNES;MAÑANA;07:45;09:45;https://goo.gl/maps/x2Dfd7EgPUEFSfjx5;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE LOPE DE HARO, 36;NULL;CALLE;LOPE DE HARO;NUMERO;36;6;TETUAN;440251,836;4478691,423;40,45674114;-3,704672112;MIERCOLES;MAÑANA;12:15;14:15;https://goo.gl/maps/5o9But5bLg78pBco7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE MARQUES DE VIANA, 70;NULL;CALLE;MARQUES DE VIANA;NUMERO;70;6;TETUAN;440293,0737;4479480,245;40,46385013;-3,704259993;MIERCOLES;TARDE;14:30;16:30;https://goo.gl/maps/EYsDF6zoDmar48GK6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE ORENSE, 2;AZCA;CALLE;ORENSE;NUMERO;2;6;TETUAN;441050,0393;4477613,422;40,44708703;-3,69515866051398;MARTES;TARDE;19:00;21:00;https://goo.gl/maps/aQM8L8sGKNxz53pn7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE ORENSE, 9;NULL;CALLE;ORENSE;NUMERO;9;6;TETUAN;441017,2;4477688,809;40,44776383;-3,69555288;MIERCOLES;MAÑANA;10:00;12:00;https://goo.gl/maps/mE6gCTKrSezmL7S39;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE PAMPLONA, 8;NULL;CALLE;PAMPLONA;NUMERO;8;6;TETUAN;440267,1147;4478390,508;40,45403146;-3,704463622274295;DOMINGO;MAÑANA;12:15;14:15;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE PEDRO TEIXEIRA, 10;INTERSECCION CON CALLE POETA JOAN MARAGALL;CALLE;PEDRO TEIXEIRA;NUMERO;10;6;TETUAN;441286,564;4478482,201;40,45493013;-3,692449994;LUNES;MAÑANA;12:15;14:15;https://goo.gl/maps/ZskGvR22xJz9WVyK6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE PINOS ALTA, 62 FRENTE ;NULL;CALLE; PINOS ALTA;NUMERO;62;6;TETUAN;440805,1301;4480001,621;40,46858353;-3,698269219534012;MIERCOLES;TARDE;14:30;16:30;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE POETA JOAN MARAGALL, 45;FRENTE AL NUMERO 54, INTERSECCION CON CALLE DE ROSARIO PINO;CALLE;POETA JOAN MARAGALL;NUMERO;45;6;TETUAN;441349,291;4479300,464;40,46230582;-3,691785867;LUNES;TARDE;19:00;21:00;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE SAN AQUILINO 13 FRENTE;FRENTE;CALLE;SAN AQUILINO;NUMERO;13;6;TETUAN;441542,92;4480214,904;40,47055711;-3,6895864235296383;DOMINGO;MAÑANA;12:15;14:15;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE SAN GERMAN, 52 C/V CALLE LERIDA; C/V CALLE LERIDA;CALLE;SAN GERMAN;NUMERO;52;6;TETUAN;440711,8458;4478750,974;40,45731053;-3,699252693672443;LUNES;MAÑANA;10:00;12:00;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE SOR ANGELA DE LA CRUZ, 12;NULL;CALLE;SOR ANGELA DE LA CRUZ;NUMERO;12;6;TETUAN;441202,5215;4478982,759;40,45943342;-3,693487470961214;MIERCOLES;MAÑANA;10:00;12:00;https://goo.gl/maps/PaqRwfAeAyeHiGUq6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;PASEO  DIRECCION, 87;NULL;CALLE;DIRECCION;NUMERO;87;6;TETUAN;440064,6999;4479119,726;40,46058598;-3,7069194924106;LUNES;MAÑANA;07:45;09:45;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;PASEO DE LA DIRECCION, 328;NULL;PASEO;DE LA DIRECCION;NUMERO;328;6;TETUAN;440313,7611;4480160,556;40,46998013;-3,704079993;LUNES;MAÑANA;12:15;14:15;https://goo.gl/maps/pBZ2ig9hV4K1LRCq7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;PLAZA DE LA REMONTA, 3;NULL;PLAZA;DE LA REMONTA;NUMERO;3;6;TETUAN;440857,184;4479555,852;40,46457158;-3,697613671;LUNES;TARDE;14:30;16:30;https://goo.gl/maps/woUAm1UWQJKMXuMQ7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA ISLAS FILIPINAS, 32;NULL;AVENIDA;ISLAS FILIPINAS;NUMERO;32;7;CHAMBERI;439926,3701;4476890,045;40,44049013;-3,708339993;MIERCOLES;TARDE;19:00;21:00;https://goo.gl/maps/YvY9TKc8b2peyA217;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA PABLO IGLESIAS, 9  ESQUINA AV FILIPINAS;ESQUINA AV FILIPINAS;AVENIDA;PABLO IGLESIAS;NUMERO;9;7;CHAMBERI;440199,7764;4477102,91;40,44242740;-3,7051364828058775;MIERCOLES;TARDE;16:45;18:45;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE  JENNER, 10;NULL;CALLE;JENNER;NUMERO;10;7;CHAMBERI;441370,8792;4475939,646;40,43203158;-3,6912210153947314;MIERCOLES;MAÑANA;07:45;09:45;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE AGUSTIN DE BETANCOURT, 1;NULL;CALLE;AGUSTIN DE BETANCOURT;NUMERO;1;7;CHAMBERI;441053,61;4477057;40,4420748;-3,695064913;MIERCOLES;TARDE;14:30;16:30;https://goo.gl/maps/gTPX7h18xtVkKJ4t9;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE ARAPILES, 21;NULL;CALLE;ARAPILES;NUMERO;21;7;CHAMBERI;439904,281;4476035,91;40,43279411;-3,708519655;DOMINGO;MAÑANA;07:45;09:45;https://goo.gl/maps/yYuhUwvSxUwQqgpA6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE BRAVO MURILLO, 41;NULL;CALLE;BRAVO MURILLO;NUMERO;41;7;CHAMBERI;440186,51;4476585,12;40,43776198;-3,705244148;SABADO;MAÑANA;12:15;14:15;https://goo.gl/maps/DNpDG4djng8eFkpR6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE BRAVO MURILLO, 8;NULL;CALLE;BRAVO MURILLO;NUMERO;8;7;CHAMBERI;440268,334;4476210,982;40,43439746;-3,704244286;SABADO;TARDE;19:00;21:00;https://goo.gl/maps/pRZMvBTkacWjiXMj6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE BRAVO MURILLO, 92;NULL;CALLE;BRAVO MURILLO;NUMERO;92;7;CHAMBERI;440317,12;4477482,65;40,4458567;-3,703788592;SABADO;TARDE;16:45;18:45;https://goo.gl/maps/RxFQttLrPUXvBjaN7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE CEA BERMUDEZ, 22;NULL;CALLE;CEA BERMUDEZ;NUMERO;32;7;CHAMBERI;439959,0173;4476737,349;40,439116921;-3,7079406494252645;MIERCOLES;MAÑANA;12:15;14:15;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE DONOSO CORTES, 47;NULL;CALLE;DONOSO CORTES;NUMERO;47;7;CHAMBERI;439577,0709;4476425,671;40,436281535;-3,712414196826019;MIERCOLES;TARDE;19:00;21:00;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FERNANDEZ DE LOS RIOS, 62;NULL;CALLE;FERNANDEZ DE LOS RIOS;NUMERO;62;7;CHAMBERI;439625,55;4476321,63;40,43534781;-3,711832755;DOMINGO;MAÑANA;10:00;12:00;https://goo.gl/maps/2gssruDWNQfPjkCN7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FERNANDO EL CATOLICO, 73;NULL;CALLE;FERNANDO EL CATOLICO;NUMERO;73;7;CHAMBERI;439239,8566;4476218,438;40,43439013;-3,716369993;MARTES;MAÑANA;07:45;09:45;https://goo.gl/maps/QwmX37QpcQ3hzDNL7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FRANCISCO DE ROJAS, 11;NULL;CALLE;FRANCISCO DE ROJAS;NUMERO;11;7;CHAMBERI;440624,4736;4475722,237;40,43002013;-3,699999994;MARTES;TARDE;14:30;16:30;https://goo.gl/maps/XY7EWaJgyNS1kYcG9;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE GARCIA DE PAREDES, 82;NULL;CALLE;GARCIA DE PAREDES;NUMERO;82;7;CHAMBERI;441208,6531;4476442,505;40,43655013;-3,693179994;MARTES;TARDE;16:45;18:45;https://goo.gl/maps/hoGQmbLiBZ37YuDL7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE GARCIA PAREDES, 32;NULL;CALLE;GARCIA PAREDES;NUMERO;32;7;CHAMBERI;440684,8501;4476491,036;40,43695013;-3,699359994;MARTES;MAÑANA;12:15;14:15;https://goo.gl/maps/JTS7cLqkScVDocoM7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE JOAQUIN MARIA LOPEZ, 54;NULL;CALLE;JOAQUIN MARIA LOPEZ;NUMERO;54;7;CHAMBERI;439312,5269;4476603,044;40,43786013;-3,715549993;MARTES;MAÑANA;10:00;12:00;https://goo.gl/maps/1NU8pUU5NpyHvnQNA;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE RIOS ROSAS, 32 ESQ PONZANO;ESQ PONZANO;CALLE;RIOS ROSAS;NUMERO;32;7;CHAMBERI;440747,8857;4477022,279;40,44174028;-3,698666369478305;MIERCOLES;TARDE;19:00;21:00;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE SAN BERNARDO, 107;NULL;CALLE;SAN BERNARDO;NUMERO;107;7;CHAMBERI;440139,1563;4475972,847;40,432242939;-3,7057447779213515;MIERCOLES;MAÑANA;10:00;12:00;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE SANTA ENGRACIA, 126;NULL;CALLE;SANTA ENGRACIA;NUMERO;126;7;CHAMBERI;440516,66;4477005,22;40,44157;-3,701391;SABADO;MAÑANA;10:00;12:00;https://goo.gl/maps/KfeyB3VbFe8k7Nm56;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE VALLEHERMOSO;NULL;CALLE;VALLEHERMOSO;NUMERO;s/n;7;CHAMBERI;439898,349;4476357,436;40,43569013;-3,708619993;MIERCOLES;TARDE;16:45;18:45;https://goo.gl/maps/dTetv2MT7uCq8QJj7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;PASEO SAN FRANCISCO DE SALES, 33;NULL;PASEO;SAN FRANCISCO DE SALES;NUMERO;33;7;CHAMBERI;439487,2337;4477125,572;40,44258001;-3,713539992;SABADO;TARDE;14:30;16:30;https://goo.gl/maps/yhzUB7rKY3nS5YUW8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;PLAZA CHAMBERI, 4;NULL;PLAZA;CHAMBERI;NUMERO;4;7;CHAMBERI;440871,32;4476057,915;40,43306165;-3,697121262;SABADO;MAÑANA;07:45;09:45;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;PLAZA SAN JUAN DE LA CRUZ, 3;NULL;PLAZA;SAN JUAN DE LA CRUZ;NUMERO;3;7;CHAMBERI;441112,5945;4476955,001;40,44116013;-3,694359994;MARTES;TARDE;19:00;21:00;https://goo.gl/maps/iBXibmPyW2Zx1Vr16;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA CARDENAL HERRERA ORIA, 259;NULL;AVENIDA;CARDENAL HERRERA ORIA;NUMERO;259;8;FUENCARRAL-EL PARDO;438776,03;4481302,62;40,48015632;-3,722328509;LUNES;TARDE;14:30;16:30;https://goo.gl/maps/wU8w81pX1rpjJgzn7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA EL FERROL, 6;NULL;AVENIDA;EL FERROL;NUMERO;6;8;FUENCARRAL-EL PARDO;440330,32;4480667,53;40,47454833;-3,703932363;DOMINGO;MAÑANA;10:00;12:00;https://goo.gl/maps/q1pEuefmCPjr6WZr7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA MONASTERIO DE SILOS;NULL;AVENIDA;MONASTERIO DE SILOS;NUMERO;s/n;8;FUENCARRAL-EL PARDO;440150,584;4483879,66;40,5034714;-3,706355909;VIERNES;MAÑANA;12:15;14:15;https://goo.gl/maps/6bPkVgJVaaBm8dW39;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA MONFORTE DE LEMOS, 1;NULL;AVENIDA;AVDA. MONFORTE DE LEMOS;NUMERO;1;8;FUENCARRAL-EL PARDO;441706,39;4480710,18;40,47503026;-3,687703698;MARTES;TARDE;14:30;16:30;https://goo.gl/maps/cwX2kQp9noSSgY9LA;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE ABETAL, 3-5;NULL;CALLE;ABETAL;NUMERO;3-5;8;FUENCARRAL-EL PARDO;443856,16;4483545,97;40,50072441;-3,662595179;MARTES;MAÑANA;12:15;14:15;https://goo.gl/maps/eEkZgbFw329nBSUr8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE AFUERAS A VALVERDE, 23;NULL;CALLE;AFUERAS A VALVERDE;NUMERO;23;8;FUENCARRAL-EL PARDO;441617,573;4483190,341;40,49736629;-3,688979853;LUNES;TARDE;14:30;16:30;https://goo.gl/maps/EjHsoHec1Y1Vx9iU6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE CANDIDO MATEOS, 17;NULL;CALLE;CANDIDO MATEOS;NUMERO;17;8;FUENCARRAL-EL PARDO;439092,72;4480602,99;40,4738771;-3,718525244;LUNES;TARDE;16:45;18:45;https://goo.gl/maps/hHUzSLwjwxThuozr9;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE CERRO DE MINGUETE, 9;NULL;CALLE;PEÑA DEL CUERVO;NUMERO;5;8;FUENCARRAL-EL PARDO;439019,02;4482030,84;40,48673425;-3,719531943;LUNES;MAÑANA;12:15;14:15;https://goo.gl/maps/HwbxMYbhTEEanxpL9;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FEDERICO MOMPOU, 4;EDIFICIO TELECINCO;CALLE;FEDERICO MOMPOU;NUMERO;4;8;FUENCARRAL-EL PARDO;442484,39;4484676,35;40,51081335;-3,678886058;MARTES;MAÑANA;07:45;09:45;https://goo.gl/maps/PDUwtGnk6mEyYwpZ7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FERMIN CABALLERO, 49-51;NULL;CALLE;FERMIN CABALLERO;NUMERO;49-51;8;FUENCARRAL-EL PARDO;440114,522;4481748,338;40,48426912;-3,706580057;LUNES;TARDE;19:00;21:00;https://goo.gl/maps/P5aTSozWqHHJx6G58;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FRESNEDILLAS, 9;FRENTE;CALLE;FRESNEDILLAS;NUMERO;9;8;FUENCARRAL-EL PARDO;437078,5713;4481062,919;40,47787013;-3,742329993;MIERCOLES;MAÑANA;07:45;09:45;https://goo.gl/maps/RHMkbeyQRDKkh8mj6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE JOAQUIN LORENZO, 106;NULL;CALLE;JOAQUIN LORENZO;NUMERO;106;8;FUENCARRAL-EL PARDO;437626,6923;4480819,66;40,47572013;-3,735839993;VIERNES;TARDE;19:00;21:00;https://goo.gl/maps/PU7jRJvzqPibn41T8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE JULIO PALACIOS, 10;NULL;CALLE;JULIO PALACIOS;NUMERO;10;8;FUENCARRAL-EL PARDO;443159,445;4473673,17;40,41173813;-3,669933119;LUNES;TARDE;16:45;18:45;https://goo.gl/maps/qJ6MEomomNzS55jy6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE LEOPOLDO ALAS CLARIN;ACERA DE LOS PARES, FRENTE AL NUMERO 41;CALLE;LEOPOLDO ALAS CLARIN;NUMERO;s/n;8;FUENCARRAL-EL PARDO;437856,745;4481403,305;40,48099503;-3,733183387;VIERNES;TARDE;16:45;18:45;https://goo.gl/maps/8AXBEAAuHUTrvDzd8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE MONFORTE DE LEMOS, 38;NULL;CALLE;MONFORTE DE LEMOS;NUMERO;38;8;FUENCARRAL-EL PARDO;439866,365;4481101,211;40,47842163;-3,709446437;DOMINGO;MAÑANA;07:45;09:45;https://goo.gl/maps/MnzRecYE3jCPTmZH6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE NUESTRA SEÑORA DE VALVERDE, 17;NULL;CALLE;NUESTRA SEÑORA DE VALVERDE;NUMERO;17;8;FUENCARRAL-EL PARDO;441802,948;4482622,729;40,49226604;-3,686740229;LUNES;TARDE;19:00;21:00;https://goo.gl/maps/SHQ6V9WY4JCV7L2u6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE NURIA, 59;EN FRENTE DEL CENTRO COMERCIAL;CALLE;NURIA;NUMERO;59;8;FUENCARRAL-EL PARDO;440009,165;4482762,539;40,49339779;-3,707919056;MIERCOLES;TARDE;16:45;18:45;https://goo.gl/maps/Co5pJDwFDk51Nhm58;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE PICO MILANO, 9;NULL;CALLE;PICO MILANO;NUMERO;9;8;FUENCARRAL-EL PARDO;439592,5464;4481975,774;40,48628013;-3,712759993;VIERNES;TARDE;14:30;16:30;https://goo.gl/maps/zteXzNSTpjHooz9r7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE RIBADAVIA, 27;LATERAL FRENTE A SUPERMERCADO;CALLE;RIBADAVIA;NUMERO;27;8;FUENCARRAL-EL PARDO;439928,9523;4480487,778;40,47290013;-3,708649993;MIERCOLES;MAÑANA;10:00;12:00;https://goo.gl/maps/B6yenmZ2FuXj6iG39;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE SAN MODESTO;INTERSECCION CON CALLE ISIDRO FERNANDEZ;CALLE;SAN MODESTO;NUMERO;s/n;8;FUENCARRAL-EL PARDO;441903,6556;4481728,788;40,48422013;-3,685469994;VIERNES;MAÑANA;07:45;09:45;https://goo.gl/maps/Y6aU3tL9V9prvhoP6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE SANGENJO, 12;NULL;CALLE;SANGENJO;NUMERO;12;8;FUENCARRAL-EL PARDO;440461,0688;4481732,363;40,48415013;-3,702489994;MIERCOLES;TARDE;14:30;16:30;https://goo.gl/maps/xtmtxTq5ngjMGVhn9;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CAMINO GANAPANES;INTERSECCION CON CALLE LA BAÑEZA;CAMINO;GANAPANES;NUMERO;s/n;8;FUENCARRAL-EL PARDO;439312,6687;4480804,684;40,47571013;-3,715949993;MIERCOLES;MAÑANA;12:15;14:15;https://goo.gl/maps/8SB31CesKGr6Q4m26;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;PLAZA TRES OLIVOS;FRENTE AL NUMERO 6;PLAZA;TRES OLIVOS;NUMERO;s/n;8;FUENCARRAL-EL PARDO;441473,27;4483648,27;40,50148;-3,69072;VIERNES;MAÑANA;10:00;12:00;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;RONDA DE LA COMUNICACION, 2;EDIFICIO TELEFONICA;RONDA;RONDA DE LA COMUNICACION;NUMERO;2;8;FUENCARRAL-EL PARDO;443723,05;4485009,33;40,51389793;-3,664296067;MARTES;MAÑANA;10:00;12:00;https://goo.gl/maps/dvz1VwLZ2Z7PPDu88;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA COMPLUTENSE, S/N;FRENTE SERVICIO DE INFORMATICA;AVENIDA;COMPLUTENSE;NUMERO;s/n;9;MONCLOA-ARAVACA;438300,2394;4478098,817;40,45126013;-3,727629993;MIERCOLES;MAÑANA;12:15;14:15;https://goo.gl/maps/sjmS8Ux8mMc7uiPn6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA OSA MAYOR, 23;NULL;AVENIDA;OSA MAYOR;NUMERO;23;9;MONCLOA-ARAVACA;433960,099;4479063,339;40,4596153;-3,778909594;SABADO;MAÑANA;07:45;09:45;https://goo.gl/maps/djeCtvaGo5BHEsA38;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA PABLO IGLESIAS, 55;NULL;AVENIDA;PABLO IGLESIAS;NUMERO;55;9;MONCLOA-ARAVACA;439724,2084;4478011,734;40,45058013;-3,710829993;SABADO;MAÑANA;12:15;14:15;https://www.google.com/maps;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA VALDEMARIN, 71 A;INTERSECCION CON CALLE CISNE;AVENIDA;VALDEMARIN;NUMERO;71 A;9;MONCLOA-ARAVACA;434014,291;4480227,878;40,47011006;-3,778391577;MIERCOLES;MAÑANA;10:00;12:00;https://goo.gl/maps/qDnCziFenr2BESma8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;AVENIDA VICTORIA, 77;NULL;AVENIDA;VICTORIA;NUMERO;77;9;MONCLOA-ARAVACA;429298,029;4480698,942;40,47396543;-3,834073426;MIERCOLES;MAÑANA;07:45;09:45;https://goo.gl/maps/Q3sUbMAuHgrjxkUe8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE ANTONIO MACHADO, 12;IDM CIUDAD DE LOS POETAS;CALLE;ANTONIO MACHADO;NUMERO;12;9;MONCLOA-ARAVACA;439027,38;4479726,978;40,46598087;-3,71921181;SABADO;MAÑANA;10:00;12:00;https://goo.gl/maps/swEGHLY6GtP8aS3q6;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE ARRIAZA;FRENTE AL NUMERO 10. INTERSECCION CON CALLE ILUSTRACION;CALLE;ARRIAZA;NUMERO;s/n;9;MONCLOA-ARAVACA;439250,0868;4474759,721;40,42125013;-3,716109993;SABADO;TARDE;16:45;18:45;https://goo.gl/maps/R4UavaixG9ZZietb8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE FRANCOS RODRIGUEZ, 102;NULL;CALLE;FRANCOS RODRIGUEZ;NUMERO;102;9;MONCLOA-ARAVACA;439565,13;4478826,55;40,45790876;-3,712783422;MIERCOLES;MAÑANA;12:15;14:15;https://goo.gl/maps/yNaV3LSUrmXBLetu9;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE GOLONDRINA;FRENTE A AVENIDA DEL TALGO, 234;CALLE;GOLONDRINA;NUMERO;s/n;9;MONCLOA-ARAVACA;433424,524;4477724,415;40,44751121;-3,785085494;MIERCOLES;TARDE;16:45;18:45;https://goo.gl/maps/ZbLjyuXygtm5KW2w5;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE MARQUES DE URQUIJO, 2;NULL;CALLE;MARQUES DE URQUIJO;NUMERO;2;9;MONCLOA-ARAVACA;439212,034;4475798,68;40,43060674;-3,716657855;MIERCOLES;TARDE;19:00;21:00;https://goo.gl/maps/VsRMfbxQJY5rEhdY8;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE RIBERA DE MANZANARES, 125;INTERSECCION CON CALLE ACANTILADO;CALLE;RIBERA DE MANZANARES;NUMERO;125;9;MONCLOA-ARAVACA;437794,2377;4475679,703;40,42943013;-3,733359993;SABADO;TARDE;14:30;16:30;https://goo.gl/maps/FiJriHjGhtKaAHwQ7;http://run.gob.es/PuntoMOVILResiduos
PUNTO LIMPIO MOVIL;CALLE VIRGEN DE LOS ROSALES;ACERA DE ENFRENTE AL NUMERO 88;CALLE;VIRGEN DE LOS ROSALES;NUMERO;s/n;9;MONCLOA-ARAVACA;433943,46;4478393,511;40,45358;-3,779036127;MIERCOLES;TARDE;19:00;21:00;https://goo.gl/maps/4T8hZagbkP8LNrby6;http://run.gob.es/PuntoMOVILResiduos
